,Set,N,DE,P.DE,FDR
1,HALLMARK_MYOGENESIS,152,1,0.0497558212525965,1
2,HALLMARK_ALLOGRAFT_REJECTION,182,1,0.0593210412906757,1
3,HALLMARK_MITOTIC_SPINDLE,197,1,0.0640726208997839,1
4,HALLMARK_ADIPOGENESIS,188,0,1,1
5,HALLMARK_ANDROGEN_RESPONSE,95,0,1,1
6,HALLMARK_ANGIOGENESIS,27,0,1,1
7,HALLMARK_APICAL_JUNCTION,160,0,1,1
8,HALLMARK_APICAL_SURFACE,33,0,1,1
9,HALLMARK_APOPTOSIS,151,0,1,1
10,HALLMARK_BILE_ACID_METABOLISM,95,0,1,1
11,HALLMARK_CHOLESTEROL_HOMEOSTASIS,71,0,1,1
12,HALLMARK_COAGULATION,109,0,1,1
13,HALLMARK_COMPLEMENT,184,0,1,1
14,HALLMARK_DNA_REPAIR,148,0,1,1
15,HALLMARK_E2F_TARGETS,198,0,1,1
16,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,157,0,1,1
17,HALLMARK_ESTROGEN_RESPONSE_EARLY,177,0,1,1
18,HALLMARK_ESTROGEN_RESPONSE_LATE,170,0,1,1
19,HALLMARK_FATTY_ACID_METABOLISM,142,0,1,1
20,HALLMARK_G2M_CHECKPOINT,193,0,1,1
