,Set,N,DE,P.DE,FDR
1,HALLMARK_HYPOXIA,178,2,0.000202296101460252,0.00625742240312479
2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,198,2,0.000250296896124991,0.00625742240312479
3,HALLMARK_ALLOGRAFT_REJECTION,185,1,0.0255265565099219,0.263470889086128
4,HALLMARK_ADIPOGENESIS,191,1,0.0263470889086128,0.263470889086128
5,HALLMARK_INFLAMMATORY_RESPONSE,191,1,0.0263470889086128,0.263470889086128
6,HALLMARK_ANDROGEN_RESPONSE,97,0,1,1
7,HALLMARK_ANGIOGENESIS,27,0,1,1
8,HALLMARK_APICAL_JUNCTION,172,0,1,1
9,HALLMARK_APICAL_SURFACE,38,0,1,1
10,HALLMARK_APOPTOSIS,153,0,1,1
11,HALLMARK_BILE_ACID_METABOLISM,96,0,1,1
12,HALLMARK_CHOLESTEROL_HOMEOSTASIS,72,0,1,1
13,HALLMARK_COAGULATION,113,0,1,1
14,HALLMARK_COMPLEMENT,187,0,1,1
15,HALLMARK_DNA_REPAIR,148,0,1,1
16,HALLMARK_E2F_TARGETS,198,0,1,1
17,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,0,1,1
18,HALLMARK_ESTROGEN_RESPONSE_EARLY,183,0,1,1
19,HALLMARK_ESTROGEN_RESPONSE_LATE,176,0,1,1
20,HALLMARK_FATTY_ACID_METABOLISM,143,0,1,1
